ingredient_name,n_products
"korean ginseng root extract, fermented",1
korean mistletoe,1
korean panax ginseng,1
korean red ginseng extract,1
korean red ginseng root extract,1
korean white ginseng,1
"korean white ginseng extract, wild",1
l. rhamnosus gg,1
l3c,1
lion s mane (hericium erinaceus) fruiting body powder,1
lemon thyme,1
lemon bioflavonoid extract,1
lemon essential oil,1
lemon eucalyptus oil,1
lemon extract,1
lemon fruit extract,1
lemon grass,1
lemon juice,1
lemon juice powder,1
lemon vervain,1
lab4 probiotics,1
lemongrass oil,1
"lemongrass, powder",1
lentil pea,1
"lentil, powder",1
lentinula edodes,1
lentinula edodes fruiting body extract,1
lentinus edodes,1
leonurus japonicus,1
lemon bioflavoniod complex,1
"lemon balm, dried",1
lemon balm whole leaf extract,1
lemon balm powder,1
leek,1
legume enzyme complex,1
lemon and orange,1
lemon balm (melissa officinalis) (leaf and stem) hydroethanolic extract,1
lemon balm aerial part extract,1
"lemon balm aerial parts extract, fresh, undried",1
"lemon balm extract, powder",1
"lemon balm flower, leaf, stem extract",1
lemon balm herb extract,1
"lemon balm herb extract, fresh",1
"lemon balm herb extract, powder",1
lemon balm herb powder,1
lemon balm juice,1
lemon balm leaf complex,1
"lemon balm leaf extract, dried",1
"lemon balm leaf glycerite, dried",1
lemon balm leaf tincture,1
lepidamax,1
leptitrim blend,1
leucine support matrix,1
life root flowering top extract,1
life somega,1
life support blend,1
lifeinu,1
lifenol,1
"lightroot, powder",1
lignamax,1
ligustrum,1
"lily of the valley, dry",1
lima bean,1
lime essential oil,1
lime fruit extract,1
lime powder,1
limitless performance blend,1
limuz6 blend,1
linden flower with bract extract,1
lingonberry,1
linumlife,1
life s omega 60,1
life 9 blend,1
leucoselect grape seed extract,1
"licorice, fermented, powder",1
leucoselect grape seed proanthocyanidin extract,1
leuzea root extract,1
levomefolic acid,1
lian qiao,1
libido boosting compound,1
libifem,1
libraflex femme joint support,1
"lichen oil, powder",1
lichi fruit extract,1
licorice (glycyrrhiza spp.) root and rhizome extract,1
licorice (glycyrrhiza spp.) root/rhizome extract,1
"licorice extract, deglycyrrhizinated",1
licorice root,1
licorice root concentrate,1
licorice root powder,1
licorice root stolon extract,1
"licorice, deglycyrrhizinated",1
lecithin phospholipids,1
lecithin granules,1
lecithin amino acid complex,1
lactobacillus brevis cul-23,1
lactobacillus bulgaricus lb-87,1
lactobacillus casei casei,1
lactobacillus casei cbt lc-5,1
lactobacillus casei ke-99,1
lactobacillus casei ualc-03,1
lactobacillus crispatus,1
lactobacillus delbrueckii bulgaricus super strain lb-51,1
lactobacillus delbrueckii ssp. bulgaricus r9001,1
lactobacillus gasseri lg-36,1
lactobacillus gg,1
lactobacillus helveticus,1
lactobacillus helveticus lafti l10,1
lactobacillus johnsonii no. 1088,1
lactobacillus paracasei cul-08,1
lactobacillus paracasei cul-8,1
lactobacillus plantarum cbt lp-3,1
lactobacillus plantarum l-137,1
lactobacillus brevis lbr-35,1
"lactobacillus acidophilus, freeze-dried",1
lactobacillus plantarum lp-115,1
lactobacillus acidophilus vk3 complex,1
labisia pumila extract,1
lachesis,1
lactalbumin hydrolysate and gelatin blend,1
lactate,1
lactic acid bacteria and bifidobacteria blend,1
lacticaseibacillus casei r0215,1
lacticaseibacillus rhamnosus r0011,1
lacticaseibacillus rhamnosus r1039,1
lactiplantibacillus plantarum,1
lactiplantibacillus plantarum 299v,1
lactiplantibacillus plantarum r1012,1
lacto-lipid digestion complex,1
lactobacillus acidophillus,1
lactobacillus acidophilus la-11,1
lactobacillus acidophilus la-2,1
lactobacillus acidophilus la-5,1
lactobacillus acidophilus uala-01,1
lactobacillus plantarum lp-01,1
lactobacillus plantarum lp229v,1
leanlok,1
lagestroemia speciosa (banaba leaf) extract,1
lamb thymus,1
laminaria japonica whole plant extract,1
larch arabinogalactans,1
larch extract,1
larch tree (larix laricina) arabinogalactan powder,1
"larch, powder",1
"larix arabinogalactan, freeze-dried, fresh",1
larix laricinia,1
laurel,1
lavender aerial extract,1
lavender aerial parts extract,1
lavender extract,1
lavender flower essential oil,1
"lavender oil, wild",1
"lavender, powder, dried",1
lean advantage pro blend,1
lean gbb,1
lalmin b-complex,1
lactuca virosa extract,1
lactobacillus plantarum rosell-a,1
lactuca virosa,1
lactobacillus reuteri lrc,1
lactobacillus reuteri lrc ncimb 30242,1
lactobacillus rhamnosus cbt lr5,1
lactobacillus rhamnosus gg atcc-53103,1
lactobacillus rhamnosus hn001,1
lactobacillus rhamnosus l08r,1
lactobacillus rhamnosus lysate powder,1
lactobacillus rhamnosus r-11,1
lactobacillus rhamnosus ualr-06,1
"lactobacillus rhamnosus, powder",1
lactobacillus salivarius ls-33,1
lactobacillus salivarius ucc118 culture,1
lactococcus lactis ll-23,1
lactoperoxidase,1
lactospore bacillus coagulans,1
lactospore de111 blend,1
lactospore lactobacillus sporogenes,1
men s botanical power blend,1
men s health complex,1
men s heart healthy blend,1
nitriceratops high nitrate nutriment,1
nitraflex ultra pump performance blend,1
nitrate,1
nitri-sci l-arginine blend,1
nitric oxide activation blend,1
nitric oxide fitness blend,1
nitric oxide matrix,1
nitric oxide optimization matrix,1
nitric oxide vascularity matrix,1
nitro rocket,1
nuliv proprietary,1
nitrolex proprietary formula,1
nitrosigine inositol-stabilized arginine silicate,1
nitrostim nitric oxide pump matrix,1
"niu bang zi seed extract, dry",1
nko krill oil,1
no blast complex,1
no enhancers,1
no3x nitric oxide booster,1
nitraflex kaos pump performance blend,1
"nitraburn thermogenic, acute energy, focus, intensity, neuromodulating, and endurance matrix blend",1
nighttime weight management blend,1
nighttime weight loss sleep support complex,1
new zealand deer antler velvet extract,1
new zealand green lipped mussel oil,1
new zealand green lipped sea mussel,1
new zealand green-lipped sea mussel,1
new zealand olive oil,1
new zealand ovine whole bone extract,1
new zealand red deer antler velvet extract,1
new-gar,1
new-gar blend,1
nigella sativa extract,1
nigella sativa oil,1
nigella sativa seed oil,1
nigellin,1
night time blend,1
nightly relaxation blend,1
nighttime blend,1
nighttime recovery complex,1
"nobiletin, powder",1
noble kava root extract,1
non-dairy probiotic blend,1
nordicelderberry,1
nori,1
nori yaki seaweed flakes,1
"northern blueberry extract, wild",1
norvaline,1
norwegian cod liver oil concentrate,1
noto ginseng,1
nourishing herbal blend,1
novaburn blend,1
novaldim,1
novapump 24 hour pump potion,1
novasol curcumin,1
novatol,1
noxygen blend,1
nsk-sd nattokinase,1
ntfactor proprietary blend,1
nucleic acids,1
nucleoprime nucleotides blend,1
norepinephrine,1
nordiccherry,1
non-dairy probiotic cultures,1
nopal cactus fiber,1
non-dairy probiotic cultures min. organisms (at mfg),1
non-fiber phage prebiotic blend,1
non-gmo cranberry fruit extract,1
non-proprietary protein blend,1
non-stim fat burning matrix,1
nondairy probiotic blend,1
"noni fruit, powder",1
noni whole fruit juice,1
"noni, dried, powder",1
"noni, freeze-dried",1
noogandha,1
noopept,1
nootropic complex,1
nootropic focus cognitive boosters,1
nootropic thyroid complex,1
nootropics blend,1
nopal,1
new zealand bovine tracheal cartilage,1
new zealand bovine liver,1
new zealand bovine cartilage,1
natural fibers proprietary blend,1
natural flavoring,1
natural flavors,1
natural hormone support,1
natural lemonade flavor,1
natural magnesium,1
natural male enhancement compound,1
natural ocean fish oil,1
"natural ocean fish oil, ultra purified",1
natural plant enzyme,1
natural plant enzymes,1
natural plant enzymes proprietary blend,1
natural powdered blend,1
natural raspberry flavor,1
natural spring trap water,1
natural tocopherol blend,1
natural tocotrienol blend,1
natural vitamin e,1
natural flavone/sterone complex,1
natural fiber blend,1
nec custom blend,1
natural energy and focus blend,1
"nardostachys jatamansi rhizome extract, dry",1
nascent iodine,1
nasturtium officinale,1
naticol collagen,1
natramune mushroom polysaccharide complex proprietary blend,1
nattokinase blend,1
nattokinase nsk-sd,1
nattomk7,1
natural adaptogen compound,1
natural androgen support,1
natural antioxidant fruits,1
natural blend,1
natural butyric acid proprietary complex,1
natural c blend,1
natural coenzyme q10,1
natural copper,1
natural defense probiotics blend,1
natural zinc,1
nectarine,1
new zealand bovine brain,1
nettles,1
neural activation and anti crash,1
neuro blend,1
neuro peak blend,1
neuro pro plus,1
neuro recharge blend,1
neuro support blend,1
neuro-nutrient blend,1
neuro-ps gold complex,1
neurogf,1
neuromins,1
neuropa,1
neuroprime proprietary blend,1
neurostim neurogenic matrix,1
neuroteyanin,1
"neutral protease, bacterial",1
new sun earthzyme blend,1
new zealand bovine bone marrow,1
neumentix spearmint extract,1
"nettle, wild",1
nelumbo flower extract,1
"nettle leaf, stem extract, fresh",1
nem brand eggshell membrane,1
nem eggshell membrane,1
nem natural eggshell membrane,1
neolife ayurvedic botanical blend,1
neolife phyto-lipid sterol blend,1
neolife phytomag blend,1
neolife proprietary polyphenol blend,1
neopuntia,1
nerve eight proprietary blend,1
nerve essentials proprietary blend,1
nerve health proprietary blend,1
nerve relief herbal blend,1
nerve relief pm herbal blend,1
net carbohydrate,1
net carbohydrates,1
nettle hydroethanolic extract,1
nettle leaf powder,1
nugenix free testosterone complex,1
nulive proprietary,1
men s herbal blend,1
one more rep energy blend,1
omega-zyme ultra enzyme relay blend,1
omegah2o,1
omegatru organic flaxseed oil,1
omnixan zeaxanthin,1
on guard + protective blend,1
on guard blend,1
onavita,1
one degree complex,1
one-seed juniper fruit extract,1
nutra-bone mineral support,1
onion juice,1
"onion, dried",1
onnit performance blend,1
onnit probiotic digestive herbal blend,1
onnit vitality blend,1
oolong tea extract,1
opc,1
opc 85,1
omega-9s,1
omega-9 fatty acid,1
omega-7 fatty acid blend,1
omega-6s,1
omega 3-6-9 proprietary blend,1
omega 3/6/9 fatty acid blend,1
omega 3/6/9 junior proprietary blend,1
omega 6 fatty acid (n-6 fa) complex,1
omega 7,1
omega blend,1
omega efa/fiber blend,1
omega proprietary blend,1
omega-3 docosahexaenoic acid (form algal oil),1
omega-3 fatty acid triglycerides,1
"omega-3 fatty acids, powder",1
"omega-3 fish oil, powder",1
omega-3 omega-6,1
omega-3 polyunsaturated fatty acids,1
omega-3 supercritical co2 triglyceride concentrate,1
omega-3-6-9 proprietary blend,1
omega-5 fatty acids,1
operation muscle feed,1
opt9 proprietary blend,1
opti-sci eye health complex,1
orange extract,1
orange fruit extract,1
orange fruit powder,1
orange juice,1
orange oil,1
orange pekoe (black) tea extract,1
orasyl herbal complex,1
orchard fruits powder blend,1
oregano (origanum vulgare) (leaf) aqueous extract,1
oregano (origanum vulgare) aerial extract,1
oregano (origanum vulgare) stem leaf extract,1
oregano aerial oil extract,1
"oregano aerial part oil, fresh",1
oregano aerial parts extract,1
oregano aerial parts oil extract,1
oregano essential oil,1
"oregano flower, leaf oil",1
oregano flowering tops essential oil extract,1
"orange flavor, natural",1
orange bioflavonoids complex,1
opti-shield blend,1
oral probiotic formula proprietary blend,1
optibiome,1
optima focus blend,1
optimize proprietary blend,1
optimized curcumin extract,1
optimized food blend,1
optimum heart energy proprietary blend,1
optimum heart formula,1
optinos,1
optipea,1
optisharp natural,1
ora probiotic blend,1
orac,1
orac blend,1
orac-15m,1
orafti p95 prebiotic,1
orafti synergy1,1
oral health probiotic blend,1
"omega 3,6,9 blend",1
"omega 3,6, 9 fatty acids blend",1
omega 3 fish oil,1
nutrilite organic women s concentrate,1
nutrim organic oat bran,1
nutroxsun skin support blend,1
nzt-48 blend,1
oak bark,1
oat 10 1 extract,1
oat bran fiber,1
oat bran fiber blend,1
oat flour,1
oat grass,1
oat grass juice powder,1
"oat grass juice, powder",1
oat seed extract,1
"oat straw extract, powdered",1
oat straw herb extract,1
oat straw seed extract,1
"oat straw, wild",1
"oat tops extract, dry, raw",1
nutrilite women s concentrate,1
nutrilite men s concentrate,1
"oats, freeze-dried",1
nutrilite 5-color blend,1
nutra-c,1
nutraflora fos,1
nutrafol bio-blend,1
nutramin natural energy blend,1
nutri-calm proprietary blend,1
nutriabsorb proprietary blend,1
nutrient base,1
nutrient base blend,1
"nutrient dense extracts, herbs antioxidants",1
nutrient dense natural herbs and extracts,1
nutrient rich super food blend,1
nutrient rich super food blend (combination),1
nutrient rich super food proprietary blend,1
nutrients for bowel support,1
nutrigenesis caffeine balance b-complex,1
nutrilip,1
nutrilite,1
"oat, fresh",1
oatzie,1
omega 3 fatty acids,1
olea-pro support,1
oleopein (olea europaea) leaf extract,1
oleoresin turmeric,1
oleoylethanolamide,1
oligopeptide-enzymatic technology,1
olive (olea europaea) (leaf) extract,1
olive fruit and leaf extract,1
"olive leaf extract, fresh",1
olive leaf powdered extract,1
"olive leaf, herb extract",1
olivol,1
ombre endless energy proprietary probiotic blend,1
ombre healthy gut extra strength proprietary probiotic blend,1
ombre heart health proprietary probiotic blend,1
ombre metabolic booster proprietary probiotic blend,1
ombre mood enhancer proprietary probiotic blend,1
ombre ultimate immunity proprietary probiotic blend,1
omega 3 fatty acid (n-3 fa) complex,1
oleamide,1
"oldenlandia diffusa herb extract, dry",1
occasional constipation support probiotic blend,1
okra fruit extract,1
ocean cleanse complex,1
"ocean fish oil, natural",1
"ocean fish oil, natural, ultra purified",1
ocimum sanctum aerial part supercritical extract,1
octeoabsorb bone strength complex,1
octopamine hcl,1
ocular botanical blend,1
ocular health proprietary blend,1
odor controlled garlic,1
odor-controlled garlic,1
off-the-wall strength,1
oh mino patented proprietary amino acid complex,1
oil of evening primrose,1
oil of oregano (origanum vulgare) aerial parts extract,1
oil of oregano aerial part extract,1
oil of oregano extract,1
okinawa coral calcium,1
nanopro vegan proprietary blend,1
nanolean proprietary weight management blend,1
nano ruthenium,1
mirtogenol proprietary complex,1
mineral absorption enhancement,1
mineral concentrate,1
mineral support complex,1
minor cannabinoids,1
"mint essence, wild",1
mint extract,1
"mint flavor, natural",1
mirtogenol,1
mirtoselect bilberry extract,1
nano rhodium,1
mistletoe,1
mitoheal,1
mitoprime,1
mitopure,1
mitoq,1
mitragyna speciosa,1
mitragynine,1
mix,1
mindworks smart proprietary blend,1
mindhoney mushroom blend,1
mindhoney brain blend,1
mind-muscle neuro enhancement,1
"milk thistle extract, powder",1
milk thistle fruit seed extract,1
"milk thistle leaf extract, dry",1
"milk thistle leaf extract, dry, raw",1
milk thistle plant extract,1
milk thistle seed,1
milk thistle seed extract concentrate,1
"milk thistle seed extract concentrate, powder",1
"milk thistle seed extract, dried",1
milk thistle whole plant extract,1
"milk thistle, freeze-dried, fresh",1
millet (panicum miliaceum) seed oil co2 extract,1
millet flour,1
millet seed extract,1
mimosa,1
mimosa pudica seed extract,1
mind-max proprietary blend,1
mixed fruit powders,1
mixed non-alpha tocopherols,1
mixed phytosterols,1
momordica sp.,1
"mondo grass tuber extract, dry",1
monk fruit,1
"monk fruit, powder",1
monk s pepper whole berry extract,1
monkfruit,1
monounsaturated fatty acids,1
montana devil s club,1
monterey pine extract,1
montmorency cherry,1
montmorency cherry extract,1
"montmorency cherry, powder",1
mood balance herbal blend,1
mood balance probiotic blend,1
mood enhancement complex,1
mood probiotic blend,1
mood support,1
moodlift enhanced proprietary blend,1
momordicin,1
momordica extract,1
mixed tocopherol/tocotrienol complex,1
"momordica charantia, powder",1
"mixed tocopherols, powder",1
mixed tocotrienol,1
mixed tocotrienol/tocopherol,1
mixed vegetable powders,1
mobili-flex proprietary blend,1
mobility support blend,1
modcarb,1
modelslim proprietary blend,1
